,train_accuracy,val_accuracy,test_accuracy,area_under_curve,precision,recall,F1,sparsity_score,hidden_layers
0,0.8167499899864197,0.5687500238418579,0.7919999957084656,0.7177057935678626,0.48450704225352115,0.4246913580246914,0.45263157894736844,0.8636,[8]
1,0.7446249723434448,0.3375000059604645,0.7864999771118164,0.7215643020240721,0.4645161290322581,0.35555555555555557,0.40279720279720277,1.2273,[16]
2,0.5377500057220459,0.3606249988079071,0.7404999732971191,0.6972684701420333,0.3869047619047619,0.48148148148148145,0.429042904290429,1.5909,[24]
3,0.7946249842643738,0.5587499737739563,0.8059999942779541,0.6942977669414451,0.5794392523364486,0.15308641975308643,0.24218749999999997,1.9545,[32]
4,0.7478749752044678,0.5818750262260437,0.7929999828338623,0.6915569487983282,0.4845360824742268,0.34814814814814815,0.4051724137931034,2.3182,[40]
5,0.6473749876022339,0.31687501072883606,0.7584999799728394,0.6841224505592323,0.4117647058823529,0.44938271604938274,0.4297520661157025,2.6818,[48]
6,0.7511249780654907,0.6618750095367432,0.8029999732971191,0.7024366268044429,0.5236051502145923,0.3012345679012346,0.3824451410658307,0.6136,"[8, 4, 2]"
7,0.7960000038146973,0.796875,0.7975000143051147,0.5020248461627772,,0.0,,0.9773,"[16, 8, 4, 2]"
8,0.8107500076293945,0.7774999737739563,0.8015000224113464,0.6815201826696079,0.521505376344086,0.23950617283950618,0.32825719120135366,1.3409,"[24, 12, 6, 3]"
9,0.6625000238418579,0.4300000071525574,0.7860000133514404,0.523175045473896,0.1891891891891892,0.01728395061728395,0.03167420814479638,1.7045,"[32, 16, 8, 4, 2]"
10,0.7929999828338623,0.6499999761581421,0.7919999957084656,0.6767320716746003,0.4759825327510917,0.2691358024691358,0.34384858044164035,2.0682,"[40, 20, 10, 5, 2]"
11,0.7325000166893005,0.5174999833106995,0.796999990940094,0.7149967103990092,0.4980544747081712,0.3160493827160494,0.3867069486404834,2.4318,"[48, 24, 12, 6, 3]"
12,0.6583750247955322,0.38499999046325684,0.8004999756813049,0.7262672704052014,0.5115384615384615,0.32839506172839505,0.4,0.4886,"[8, 2]"
13,0.7733749747276306,0.65625,0.796999990940094,0.6883192073996671,0.4972375690607735,0.2222222222222222,0.30716723549488056,0.8523,"[16, 4]"
14,0.7749999761581421,0.640625,0.7835000157356262,0.6859545648051395,0.4520547945205479,0.32592592592592595,0.3787661406025825,1.2159,"[24, 6]"
15,0.581375002861023,0.32749998569488525,0.7860000133514404,0.6957955029219398,0.4670487106017192,0.4024691358024691,0.43236074270557023,1.5795,"[32, 8, 2]"
16,0.6147500276565552,0.3824999928474426,0.7885000109672546,0.5013738921784898,0.2631578947368421,0.024691358024691357,0.045146726862302484,1.9432,"[40, 10, 2]"
17,0.6706249713897705,0.4012500047683716,0.703000009059906,0.6961755485893417,0.3497615262321145,0.5432098765432098,0.425531914893617,2.3068,"[48, 12, 3]"
